X.1.	miR.001	miR.001	miR.002	miR.003	miR.004	miR.005	miR.006	miR.007	miR.008	miR.009	miR.010	miR.011	miR.012	miR.013	miR.014	miR.015	miR.016	miR.017	miR.018	miR.019	miR.020	miR.021	miR.022	miR.023	miR.024	miR.025	miR.026	miR.027	miR.028	miR.029	miR.030	miR.031	miR.032	miR.033	miR.034	miR.035	miR.036	miR.037	miR.038	miR.039	miR.040	miR.041	miR.042	miR.043	miR.044	miR.045	miR.046	miR.047	miR.048	miR.049	miR.050
493	[1]	0.1202301	0.1202301	0.1558485	0.5046359	-0.3422635	0.5830532	0.07721808	0.2506577	0.5386747	0.5405721	0.4633779	-0.5220959	0.2479356	0.2724859	0.3840848	-0.3991795	0.1893098	-0.3009966	0.3657708	0.3369654	-0.02344171	0.4189943	0.02768427	0.1590704	0.4705301	-0.08681013	0.4982323	0.3169651	-0.1311251	-0.3197833	0.1535741	-0.1915324	-0.438149	-0.5394767	-0.5266628	0.2024669	-0.379748	0.05700514	0.3676358	0.1007815	0.4538632	0.1453979	0.3248984	0.4220333	0.4649758	0.5588661	0.09541233	-0.5605032	-0.1102517	0.162075	0.09987379
494	[1]	-0.01387944	-0.01387944	0.04328061	0.5222509	-0.4641339	0.7578377	0.1723485	0.1575682	0.6424129	0.5440763	0.4094305	-0.6603235	0.1394976	0.439209	0.4947759	-0.511267	-0.08248706	-0.232004	0.5667478	0.3114952	-0.06961058	0.2632937	0.004375203	0.2162567	0.5417652	-0.1028037	0.4952949	0.1530524	-0.2855446	-0.4738135	-0.04388673	-0.1728385	-0.5596636	-0.7636945	-0.6235135	0.2278151	-0.4196493	0.2114	0.4996169	0.285386	0.5494663	0.1381271	0.519409	0.4713237	0.4431873	0.5607629	0.2957858	-0.6287284	-0.09140827	0.07939793	0.1852816
495	[1]	-0.1451413	-0.1451413	-0.03171263	0.04420204	-0.1612444	0.1997783	-0.2156321	0.03167802	0.1473939	0.1910993	0.09863276	-0.2089158	-0.1475527	-0.2364314	-0.1997099	-0.00680095	-0.09458223	-0.01649597	0.1363011	0.182212	0.1355165	-0.198132	0.1602549	0.09513837	0.05528642	-0.04673376	-0.07892732	0.1621423	0.165474	0.07534087	0.02987367	-0.1606598	-0.08128978	-0.0990976	-0.165114	-0.06867715	-0.2056023	0.3926506	0.1286516	-0.1053073	-0.03660198	0.06267248	0.2116541	-0.08390908	0.248038	0.06416881	-0.1733942	0.06260313	0.3489713	0.1433782	-0.003057198
496	[1]	-0.227974	-0.227974	0.1338788	0.5644944	-0.3381825	0.5713554	0.2731815	0.02172747	0.5325578	0.4151506	0.5460978	-0.441519	0.362461	0.5506464	0.6567961	-0.4812817	0.2655517	-0.2877784	0.3938561	0.2101234	-0.3817429	0.5212691	-0.207264	0.3643986	0.4326278	0.09592935	0.5965594	0.3429473	-0.1808838	-0.30795	0.2407905	-0.2315848	-0.443369	-0.4893751	-0.4734537	0.2786103	-0.120902	0.1043781	0.3848141	0.2757554	0.654826	0.2977328	0.465739	0.5481437	0.472733	0.5698453	0.1336784	-0.6494074	-0.3491124	-0.1623077	0.2836105
497	[1]	0.1463249	0.1463249	-0.07195384	0.1650583	-0.2639902	0.2860903	-0.2319026	0.323717	0.2564631	0.2733824	0.1757826	-0.4417475	-0.07794056	-0.02365301	0.04185146	-0.1466815	-0.1817298	0.02911546	0.3347005	0.214312	0.1622845	0.00217853	0.3289878	-0.1371815	0.2434394	-0.2082109	0.007607571	0.07665372	-0.05352872	-0.1618602	-0.1401834	-0.109209	-0.1871705	-0.2395142	-0.3019626	-0.02762104	-0.3106209	0.1618876	0.3597791	-0.04475548	0.1245673	0.152996	0.119418	-0.005905276	0.307173	0.2562295	-0.06311586	-0.2218378	0.2251498	0.437992	-0.115682
498	[1]	0.2456187	0.2456187	-0.1085187	0.05154734	0.07870036	0.1637772	-0.4212455	0.2285771	0.2097211	0.07934097	-0.1315077	-0.3077408	-0.2461721	-0.09168946	-0.06824841	0.1811216	-0.1277041	-0.04827764	0.2499989	0.3378226	0.06242428	-0.1641537	0.3623296	-0.2017145	0.2469761	0.0525983	-0.07040617	-0.09716176	0.114709	0.03579586	0.005094703	-0.2069948	-0.1894322	-0.1693611	-0.2160984	0.05741397	-0.2416597	0.2373292	0.2589441	0.1165965	0.04366437	0.04239679	0.1524944	0.07725893	0.1077528	-0.0784859	0.07576042	-0.03207601	0.4001039	0.3733379	-0.2547622
499	[1]	-0.03617385	-0.03617385	0.192268	0.5726156	-0.3731889	0.7065304	0.009529748	0.1620908	0.5948925	0.5242591	0.4657469	-0.5281938	0.2287749	0.1668936	0.4148484	-0.3627396	0.07900378	-0.1786684	0.5802974	0.3650761	-0.1095399	0.4052164	0.0253243	0.02523041	0.5368876	0.1069207	0.4266751	0.2602761	-0.1311667	-0.2215753	0.1727083	-0.2959191	-0.4642698	-0.6303959	-0.5305998	0.3771894	-0.5224078	0.2744267	0.5420555	0.3394889	0.5387727	0.1437835	0.4870524	0.4708251	0.4384134	0.5114203	0.1528079	-0.4970802	-0.018465	0.1123582	0.0347122
500	[1]	-0.1815764	-0.1815764	0.1324871	0.5219789	-0.3931444	0.4360084	0.2977083	-0.07447597	0.4541559	0.4760796	0.4745279	-0.3083907	0.2672473	0.1201394	0.4208847	-0.3454747	0.1480537	-0.05818714	0.2894864	0.09202196	-0.216684	0.4354363	-0.03189405	0.3480508	0.3474011	0.04902176	0.337257	0.2528096	-0.3160834	-0.3544829	0.1389776	-0.171419	-0.2205175	-0.5196328	-0.3387161	0.3409107	-0.1933904	-0.05802224	0.2085261	0.03590803	0.5335205	0.07542271	0.4319674	0.3974215	0.3575351	0.5160469	-0.01134082	-0.3851177	-0.3028002	-0.104811	0.217267
501	[1]	-0.2938654	-0.2938654	0.2180638	0.7533243	-0.4268223	0.8059101	0.2382769	-0.01009749	0.8039967	0.6362785	0.5620232	-0.6064974	0.4239701	0.4308497	0.6735682	-0.5045633	0.3092747	-0.07565959	0.5138765	0.2768807	-0.461464	0.5185064	-0.2640925	0.4654438	0.6017657	0.2994751	0.7613558	0.3801447	-0.2733961	-0.2730898	0.3248538	-0.2126014	-0.4865667	-0.7330228	-0.5772903	0.5405034	-0.2955321	0.2550056	0.4420154	0.4780315	0.7982614	0.2981055	0.6876326	0.6725828	0.5996993	0.640372	0.05657228	-0.5819412	-0.2739806	-0.05337877	0.5085417
502	[1]	-0.3223951	-0.3223951	0.1895917	0.646533	-0.4531026	0.6958507	0.312356	-0.05393855	0.6720166	0.5367237	0.54228	-0.5247287	0.3040653	0.3548433	0.6128671	-0.5047956	0.276951	-0.1447037	0.4349056	0.2680813	-0.4208299	0.4796281	-0.1794792	0.4357317	0.6222264	0.2790143	0.624102	0.3265581	-0.3266331	-0.3520025	0.3143059	-0.2467124	-0.4100786	-0.6798466	-0.4881389	0.4702443	-0.2415696	0.3321968	0.466086	0.3778246	0.7156767	0.2441124	0.731994	0.673591	0.5618896	0.5417343	0.09785421	-0.53663	-0.2654613	-0.1831118	0.3632848
503	[1]	0.1199449	0.1199449	0.1611124	0.5336605	-0.09838979	0.5125891	-0.08482292	0.2187246	0.6647183	0.3662364	0.2719363	-0.5921103	0.1538013	0.4429918	0.5026237	-0.1308133	0.2477184	-0.2337245	0.3827076	0.3545315	-0.3325719	0.2873832	-0.00936794	0.298009	0.4474164	0.2209179	0.4733708	0.1629911	-0.09652948	-0.2173868	0.1853612	-0.2406126	-0.5201703	-0.5151027	-0.5360046	0.3104608	-0.2573125	0.1890008	0.3522968	0.3997785	0.5933844	0.257279	0.4531137	0.5051181	0.3390774	0.3413933	0.1756699	-0.4646588	-0.0838707	0.2159057	0.2059964
504	[1]	0.02125978	0.02125978	0.2063394	0.08005607	-0.002635916	0.02827885	0.1048992	0.001538893	0.1409228	0.177135	0.2672869	-0.1490836	0.149393	-0.07271267	0.03389439	0.02844887	0.2414391	0.09750686	-0.0953657	0.2635057	-0.1094358	0.1536466	-0.08064976	0.1904201	0.05395125	0.1483679	0.1270378	0.2689435	-0.05657252	0.0704162	0.1640075	0.07971637	0.09248094	0.01456779	0.0372717	0.1131809	-0.001940073	0.1184014	-0.02033002	-0.07955965	0.06806056	-0.003738414	0.1180625	-0.08112438	0.318912	0.07860483	-0.2900585	0.01081644	-0.125559	-0.03052711	0.1056493
505	[1]	-0.2310542	-0.2310542	0.1738539	0.5330181	-0.4279698	0.6306783	0.27887	0.107076	0.4862028	0.5069989	0.5575664	-0.4195522	0.4429286	0.244247	0.5889963	-0.4260127	0.1239473	-0.1746427	0.402101	0.2601341	-0.2484436	0.4742078	-0.2847985	0.2849377	0.4133775	0.1216414	0.5302336	0.3291452	-0.4060873	-0.5094634	0.1703953	0.01876717	-0.3523124	-0.515227	-0.3974176	0.4021984	-0.2384574	0.1031578	0.3570124	0.3236015	0.6178495	0.2739613	0.4437236	0.4625171	0.4863493	0.5315426	0.05759198	-0.3401095	-0.2488153	-0.2583015	0.3247109
506	[1]	-0.1068276	-0.1068276	0.2773479	0.6955683	-0.5713747	0.8420154	0.2467388	0.1097479	0.8197276	0.7390469	0.6083381	-0.6850758	0.3679019	0.4120417	0.5490709	-0.6118714	0.1172765	-0.145345	0.5489556	0.2496384	-0.279946	0.4850469	-0.06725853	0.308777	0.6032913	0.02483844	0.6153922	0.3855097	-0.2643113	-0.3820977	0.1156903	-0.1358745	-0.5963007	-0.8416776	-0.6675319	0.4306087	-0.4555052	0.155287	0.4638479	0.3427104	0.7269233	0.2162352	0.652034	0.5401808	0.6277884	0.7494954	0.10858	-0.6610227	-0.2066003	0.1878541	0.4036685
507	[1]	-0.08649106	-0.08649106	0.2197656	0.3786245	-0.1937687	0.4875203	0.3654687	-0.01839886	0.4461861	0.3248264	0.4207701	-0.2618652	0.2543221	0.6246704	0.5791127	-0.2986934	0.1249762	-0.1902228	0.4441267	0.2142384	-0.07250897	0.3149709	-0.2600368	0.3555953	0.2714945	0.05271473	0.5367195	0.07968501	-0.2189195	-0.2890836	-0.01687699	0.04463436	-0.3233258	-0.4228055	-0.3559974	0.2209164	-0.1467545	0.02765477	0.3101705	0.2973726	0.4718222	0.2525211	0.3185655	0.3692987	0.3104019	0.3604942	0.2645004	-0.4759886	-0.4557728	-0.1574281	0.3014515
508	[1]	-0.07650236	-0.07650236	0.1845792	0.4836607	-0.1787117	0.4050453	-0.009255158	0.0352357	0.5415639	0.5127429	0.3462688	-0.3087069	0.1878981	-0.06368642	0.1463515	-0.09339954	0.1710337	0.05192063	0.2424811	0.1949467	-0.1189443	0.2192337	-0.0005733801	0.2546845	0.3435101	0.2554883	0.3233405	0.3085889	-0.09397344	-0.1433744	0.2423155	-0.03656448	-0.2508287	-0.4250552	-0.3885138	0.3281911	-0.2568411	0.2324265	0.282146	0.1565334	0.3684263	0.08778235	0.4358806	0.2829664	0.4804308	0.3086992	-0.07370078	-0.09820999	0.09819191	0.3760603	0.3093212
509	[1]	0.002484759	0.002484759	0.1454959	0.07461802	0.3729917	-0.2144716	-0.0322667	-0.1783033	-0.1061135	0.08003175	0.09976089	0.231595	0.2474997	-0.2234939	-0.003115	0.2049434	0.2575712	0.4776176	-0.06541782	-0.08029061	0.07904628	0.1498849	-0.06062172	0.05639576	-0.1714451	0.1157842	-0.0660183	0.1679659	0.1325287	0.4095613	0.2104386	-0.03068603	0.4788701	0.3240632	0.2695222	0.2120212	0.1888302	-0.2849589	-0.1784701	-0.01509046	0.009103398	0.1058692	-0.282458	-0.1459749	-0.06024375	-0.1349992	-0.2617731	0.3463364	-0.2959589	-0.122012	0.008001147
510	[1]	0.4117811	0.4117811	-0.1477407	-0.5977269	0.409537	-0.759909	-0.1159541	0.08928083	-0.7496795	-0.4906678	-0.4619572	0.5523217	-0.294247	-0.5690112	-0.695736	0.2995914	-0.1612769	0.3122121	-0.538261	-0.3086641	0.5025276	-0.4348998	0.2622121	-0.3943263	-0.5887652	-0.3559773	-0.6933421	-0.292775	0.2097136	0.3770258	-0.26049	0.03592297	0.5339371	0.7258612	0.469314	-0.5199645	0.2890452	-0.3144871	-0.4308888	-0.5094899	-0.7589489	-0.3259616	-0.7219309	-0.6714333	-0.5598876	-0.4816426	-0.1296128	0.5755436	0.1668636	0.1443694	-0.4779416
511	[1]	0.1757099	0.1757099	-0.05909677	0.2072502	-0.08914711	0.3064806	-0.2406133	0.2344629	0.2858538	0.3082381	0.1439985	-0.3192624	-0.009169459	-0.1163221	0.01041569	-0.0314785	0.02436806	0.001706471	0.257377	0.2631586	0.1718105	0.02826255	0.2163092	-0.09657951	0.2591286	-0.04210659	0.07627254	0.1684961	-0.09924685	-0.1385675	0.08361945	-0.1599549	-0.1504989	-0.2273621	-0.2849823	0.07097322	-0.2801921	0.132741	0.2511816	0.02799776	0.1450805	0.141453	0.1123708	0.08545387	0.2101757	0.166293	0.01360234	-0.06176061	0.1745623	0.379924	-0.1172029
512	[1]	0.2462584	0.2462584	-0.08137274	-0.03243632	-0.1586837	0.278572	-0.1159443	0.1673399	0.2104344	0.1213071	-0.05308552	-0.4741183	-0.3465288	0.0584586	-0.113121	-0.06472521	-0.2649111	-0.2483101	0.2234217	0.1952918	0.2705855	-0.3146939	0.3568128	-0.1429215	0.2012274	-0.3099816	-0.06737182	-0.1347684	0.07384308	-0.2410217	-0.2960015	-0.2165668	-0.3188309	-0.3640965	-0.2929336	-0.2626872	-0.402886	0.2212881	0.2346397	-0.04331905	-0.07973785	-0.09896495	0.1371182	-0.006544789	-0.02041395	0.04147974	0.3136714	-0.2967698	0.29517	0.2565151	-0.07480052
513	[1]	-0.03445727	-0.03445727	0.005491927	-0.05356647	-0.05077512	-0.1550483	-0.1372977	-0.08049697	-0.2276427	0.08465376	0.08527589	0.07788228	-0.01275378	-0.535149	-0.3513491	0.02475523	-0.2910757	0.2837465	-0.09550628	-0.16669	0.2663468	0.006331338	0.2172847	-0.152641	-0.2276828	-0.3011714	-0.3095495	0.1309848	0.0458129	0.09362767	-0.08914571	-0.004067774	0.2180175	0.1731642	0.08206375	-0.157565	-0.1629338	-0.0878262	-0.08646747	-0.2449977	-0.2290437	-0.3254781	-0.1973629	-0.3284825	0.04021239	0.02382495	-0.08752612	0.2385681	0.3119478	-0.01036511	-0.263938
514	[1]	-0.3079078	-0.3079078	0.3206137	0.6787057	-0.3980206	0.6013443	0.3806152	-0.07078042	0.614416	0.595231	0.6252083	-0.4379506	0.4257159	0.2940283	0.5015295	-0.4691396	0.3860261	0.001434106	0.2964639	0.2031677	-0.333119	0.5577109	-0.2311875	0.5199163	0.4345634	0.2811419	0.6095039	0.4686085	-0.3532081	-0.3436071	0.3582172	-0.06628956	-0.2467645	-0.5927104	-0.3629975	0.4332923	-0.1526366	0.142416	0.2967816	0.2415569	0.6181656	0.2229996	0.5942149	0.5276761	0.5386759	0.5539327	-0.03281189	-0.4266654	-0.3268731	-0.1627205	0.4613155
515	[1]	-0.193828	-0.193828	0.158637	0.6499578	-0.4057912	0.6816305	0.2171268	0.01851771	0.6723282	0.4778585	0.5012124	-0.5753389	0.3403995	0.4782135	0.668768	-0.5045112	0.2724193	-0.2222002	0.4095884	0.2235971	-0.4750376	0.491625	-0.1564621	0.3217969	0.5487374	0.1860022	0.5886548	0.2745488	-0.3178175	-0.3328565	0.2233592	-0.2108169	-0.5111315	-0.6444263	-0.5616665	0.4779371	-0.3202029	0.1347114	0.3729632	0.398088	0.7480359	0.2858661	0.554679	0.6174876	0.4490555	0.5549705	0.08059128	-0.5982332	-0.3087561	-0.1045089	0.3567446
516	[1]	-0.2055659	-0.2055659	0.3795137	0.4722132	-0.2947126	0.4605993	-0.04473633	-0.01206187	0.5687849	0.6539112	0.505531	-0.2605912	0.4219296	-0.06580072	0.1465668	-0.1565938	0.2718494	0.004184836	0.1884179	0.1271342	-0.1353474	0.3461099	0.006288995	0.3000689	0.114725	0.2055924	0.24341	0.5170492	0.05851053	-0.03870698	0.2698517	0.03322059	-0.2307639	-0.3953132	-0.2971807	0.3696354	-0.2252254	-0.0193873	0.01436953	0.03433181	0.4530037	0.1189098	0.2925184	0.08117704	0.4817245	0.5420366	-0.4603038	-0.06142014	0.0247931	0.33702	0.2971038
517	[1]	-0.2273486	-0.2273486	-0.02050111	0.1109883	-0.3440374	0.1918533	0.04144817	0.1186646	0.08099085	0.02488356	0.2222984	-0.1293551	0.03621307	0.2749023	0.3137565	-0.2299977	0.05512216	-0.4500803	0.1739013	-0.006296611	-0.06333566	0.2365761	0.03325788	0.16924	0.07036938	-0.1291244	0.2201057	0.04750666	-0.07754457	-0.2855109	-0.004256505	-0.06449088	-0.1833267	-0.1149205	-0.1107021	-0.06217372	-0.05440382	0.009288436	0.07437758	-0.07922882	0.2195519	0.1075231	0.1261541	0.2440547	0.178422	0.3297914	0.01742066	-0.4124482	-0.1274704	-0.3141344	0.02305626
518	[1]	-0.05366294	-0.05366294	0.2096633	0.5736802	-0.3114347	0.6777236	-0.2106403	0.1621794	0.6752647	0.6245353	0.4356695	-0.5295986	0.3552957	0.07172544	0.3776513	-0.1946606	0.1712651	-0.06229322	0.4607873	0.2937771	-0.2405121	0.3315712	0.04062782	0.2250373	0.3499207	0.1163207	0.3996337	0.3961829	-0.1742916	-0.1923525	0.1801375	-0.1906448	-0.4119791	-0.5359068	-0.4993246	0.4351549	-0.3886526	0.08826142	0.2950008	0.2664997	0.6034992	0.2419724	0.4191377	0.2689138	0.462686	0.5685002	-0.1932462	-0.2757099	-0.0406849	0.3099569	0.2294924
519	[1]	0.06979838	0.06979838	0.1573116	0.394511	-0.4048815	0.6429792	-0.01928498	0.2320965	0.6401118	0.5523812	0.340735	-0.5356135	0.05528754	0.02349089	0.1567993	-0.1630169	-0.08315186	-0.2574706	0.4608904	0.2636259	0.09091629	0.1394397	0.1208583	0.07751442	0.4297014	-0.0637173	0.3291852	0.2611411	0.02847689	-0.2526529	0.02338778	-0.07538917	-0.5278297	-0.6405304	-0.5703189	0.1930214	-0.5473144	0.2565248	0.2932939	0.1520247	0.3750146	-0.0145899	0.4669823	0.2780698	0.4809731	0.4750213	0.1620197	-0.3093756	0.2167645	0.359648	0.1334689
520	[1]	0.1816623	0.1816623	-0.002682786	-0.2157454	-0.0627206	-0.268617	0.1132585	0.3402124	-0.2917232	-0.07926557	0.03923281	0.2106104	-0.1063675	-0.406979	-0.4717698	-0.030222	0.06099185	-0.08128066	-0.3704924	-0.1922539	0.3932351	-0.0587776	0.2901595	-0.2048005	-0.302991	-0.2897452	-0.261547	0.06507475	0.1055478	0.04360531	-0.06361798	0.07007666	0.1702424	0.3534311	0.09404794	-0.319594	0.1601636	-0.108864	-0.1463566	-0.5019018	-0.3972173	-0.2145123	-0.3192671	-0.3056036	-0.05562829	0.0923635	-0.210414	0.1896338	0.2638583	0.2572162	-0.2635044
521	[1]	-0.3560843	-0.3560843	0.1572073	0.508827	-0.5449381	0.5773696	0.06702711	-0.1319284	0.5668404	0.475681	0.4644827	-0.4476453	0.4267761	0.4477758	0.5634299	-0.4519193	0.07278898	-0.1722312	0.4255719	0.1678573	-0.4372268	0.426621	-0.2743339	0.305751	0.397532	0.1550591	0.4251875	0.3546598	-0.3483977	-0.4943377	0.1037491	0.1593098	-0.3851738	-0.6707694	-0.3080366	0.3926427	-0.3081064	-0.06280819	0.1465849	0.3087571	0.6259578	0.4368449	0.4220052	0.3646793	0.574495	0.4787356	-0.1209623	-0.430041	-0.2404322	-0.07373974	0.519954
522	[1]	0.3304014	0.3304014	0.2267275	-0.1451175	0.2468379	-0.282156	-0.08380159	0.3209144	-0.2398666	-0.01228722	0.01777437	0.1863406	0.03287946	-0.4735658	-0.4248401	0.1554948	0.03686268	0.2392453	-0.1563874	-0.07157804	0.322284	-0.07827688	0.2026062	-0.2686691	-0.3498452	-0.1298387	-0.3769037	0.1121279	0.2295402	0.3869441	-0.0192996	0.1005133	0.2700649	0.4039051	0.1779614	-0.1380225	0.05774675	-0.1324373	-0.08815583	-0.2361508	-0.3185153	-0.0316234	-0.3895352	-0.445315	-0.08881562	-0.08480532	-0.2475572	0.382474	0.1298581	0.3094782	-0.2492119
523	[1]	-0.1310808	-0.1310808	0.09623339	0.3417228	-0.4957682	0.4590025	0.3434418	0.01201417	0.3446078	0.3735333	0.3726525	-0.2537236	0.181353	0.3097333	0.3396847	-0.4038746	-0.04791266	-0.1397457	0.2988084	0.01135091	-0.02733466	0.3132728	-0.09678345	0.2424496	0.281001	-0.1430193	0.4364007	0.1283065	-0.3101216	-0.416405	-0.1215595	0.1376523	-0.2936201	-0.4865208	-0.3229054	0.1065284	-0.2229143	-0.03052058	0.2131255	0.04059909	0.3458379	0.02273634	0.3426267	0.2920626	0.2988564	0.4875289	0.1728566	-0.4319896	-0.2010111	-0.03695838	0.1993852
524	[1]	-0.2290943	-0.2290943	0.2636309	0.6725791	-0.559174	0.8092179	0.1726811	0.04017177	0.8022469	0.7309277	0.6038879	-0.6412293	0.3892764	0.3678755	0.5122214	-0.5576364	0.2063957	-0.173301	0.4906577	0.226593	-0.2962603	0.4902542	-0.08148237	0.3897527	0.540467	0.06951563	0.595962	0.4784702	-0.2080597	-0.3891398	0.2458316	-0.1399289	-0.5488796	-0.7940623	-0.6014384	0.3683402	-0.3997551	0.1429492	0.3359265	0.2803238	0.7230183	0.2552008	0.6232529	0.527954	0.6253162	0.7395492	0.02465362	-0.6086802	-0.1542137	0.1495603	0.4213874
525	[1]	0.1036167	0.1036167	0.04834534	0.142132	-0.2403323	0.4597749	-0.1265046	0.2925243	0.3814549	0.4151162	0.1810196	-0.3142497	-0.03435658	0.05945072	0.056451	-0.1349457	-0.1591365	-0.06665465	0.5065069	0.3131011	0.223603	-0.02483664	0.175801	-0.1383406	0.3439114	-0.1087435	0.1188745	0.1400293	0.1042996	-0.05628596	-0.01131037	-0.0358652	-0.252307	-0.3271868	-0.3179524	0.08694837	-0.3720504	0.313862	0.3848116	0.136475	0.2007002	0.2324685	0.3036607	0.140793	0.3449678	0.2581704	0.08980526	-0.1556817	0.1726375	0.4638779	-0.005840938
526	[1]	-0.01755499	-0.01755499	-0.1725013	-0.5404265	0.3644731	-0.7502643	-0.222025	-0.2510095	-0.7783512	-0.4472396	-0.3441807	0.7750476	-0.1017767	-0.4981471	-0.4772416	0.3986248	-0.07469011	0.3030254	-0.4521765	-0.3163801	0.3857492	-0.2968824	-1.366767e-05	-0.1769382	-0.6441267	-0.1297329	-0.611118	-0.1359373	0.1855589	0.2988504	-0.09588473	0.1924797	0.7194173	0.7821813	0.6981303	-0.3824334	0.3775316	-0.3572862	-0.545533	-0.4594869	-0.5925619	-0.1667375	-0.6712655	-0.618873	-0.4855856	-0.5016755	-0.3381875	0.7169544	-0.02209937	-0.1770233	-0.3355495
527	[1]	0.01020501	0.01020501	0.2499359	0.5786423	-0.448754	0.7550301	0.02602144	0.1955081	0.8099748	0.6984186	0.4693055	-0.717841	0.1920031	0.2411558	0.3556307	-0.3899538	0.03190749	-0.09916143	0.554004	0.3082974	-0.1466526	0.3133453	0.1442745	0.1431011	0.5973637	0.05086592	0.4425261	0.3708252	-0.120108	-0.2770666	0.1492665	-0.2020149	-0.5482075	-0.7749037	-0.6193533	0.3324267	-0.5068691	0.2725118	0.4697889	0.300825	0.6050816	0.1502577	0.6259778	0.4308499	0.6312478	0.5947378	0.1184805	-0.5067691	0.06612755	0.4134015	0.2527661
528	[1]	-0.3292067	-0.3292067	-0.08090175	0.06196144	0.1209111	-0.1292464	-0.02081911	-0.1421013	-0.1208953	-0.2435722	0.1028662	0.2652211	0.2179348	0.2335503	0.3040858	0.06191894	0.3654348	-0.2295678	-0.1080673	-0.05959027	-0.2508085	0.2271484	-0.3290931	0.1856409	-0.1286648	0.2639526	0.2552093	0.05605692	0.1369798	0.1829895	0.2191865	-0.07776287	0.02528236	0.2871895	0.06813545	0.1034753	0.4225758	-0.06230615	-0.1385976	-0.001030117	0.1304971	0.06673474	-0.1219418	0.1083329	0.07503055	0.0491692	-0.2125413	-0.08972906	-0.3165896	-0.3571073	0.07679668
529	[1]	-0.03988138	-0.03988138	-0.1850751	-0.2702261	-0.1315555	-0.183939	-0.1211352	0.06159316	-0.4242421	-0.2426781	-0.1761706	0.21684	-0.1945257	-0.05127884	-0.04799009	0.01041671	-0.2529916	0.05211528	0.0124809	-0.05951795	0.2635347	-0.1564694	0.07359509	-0.05388116	-0.2113705	-0.2637491	-0.2165936	-0.2585916	-0.08556143	-0.180481	-0.3108504	0.07318597	0.3629784	0.2263268	0.4169615	-0.2105477	0.05527878	-0.09662786	-0.01289521	-0.2717023	-0.2486941	0.02125657	-0.1320921	-0.193223	-0.388679	-0.1299027	-0.03428437	0.01948644	-0.1165503	-0.3436333	-0.2603247
530	[1]	0.2011532	0.2011532	0.02957969	0.0430153	-0.2112734	0.1682449	-0.1945784	0.3978163	0.08460821	0.2718243	0.1350578	-0.2378696	0.00108473	-0.3177122	-0.2450131	-0.1582971	-0.07445533	-0.04052959	0.01642711	0.076703	0.1833745	-0.02271256	0.4014213	-0.1217522	-0.12362	-0.2373034	-0.1317631	0.1988327	0.04763977	-0.09068257	-0.03066647	-0.09181181	-0.1382132	-0.06041876	-0.1652004	-0.2389856	-0.2413757	-0.06505039	0.05659192	-0.2922777	-0.04733897	-0.01239049	-0.08584898	-0.2319453	0.08503579	0.3406905	-0.2300847	-0.06807397	0.4338522	0.3649592	-0.2437078
531	[1]	-0.1165003	-0.1165003	0.0574462	0.4185569	-0.508851	0.6296446	0.2703777	0.08369951	0.517687	0.4031024	0.3562873	-0.4889673	0.1176616	0.3530282	0.4754644	-0.4404399	0.02092157	-0.2544222	0.3874651	0.2367914	-0.2760012	0.2777852	-0.03422354	0.2705349	0.5037733	0.005364839	0.5131785	0.06757448	-0.3638551	-0.4368229	-0.03690748	-0.09491553	-0.4860834	-0.6379058	-0.5025644	0.2563451	-0.3267558	0.1707657	0.3868586	0.1885887	0.5131613	0.1755366	0.548072	0.5041313	0.386732	0.502354	0.140218	-0.547419	-0.1439004	-0.08912077	0.2281294
532	[1]	0.2094668	0.2094668	0.08625332	0.3220195	-0.3798344	0.6277877	-0.1444872	0.3751858	0.5953225	0.5053975	0.2719006	-0.626764	0.02319473	0.1683493	0.2249289	-0.2998724	-0.03624771	-0.1738683	0.4381627	0.4144796	0.0006265893	0.1611872	0.2186275	0.006092398	0.5052308	-0.08295971	0.3347989	0.1821354	-0.1660287	-0.3173227	0.01495897	-0.09404431	-0.4965982	-0.5970851	-0.5254212	0.1437275	-0.5004646	0.2648828	0.3881027	0.1912527	0.3938683	0.2057593	0.4206267	0.2916835	0.4456582	0.430583	0.1489803	-0.4142877	0.2045948	0.423934	-0.02490539
533	[1]	-0.1988774	-0.1988774	0.1612647	0.5774523	-0.01963743	0.4244268	0.2169736	-0.02354435	0.5050529	0.2632364	0.4052899	-0.3866302	0.3435629	0.4295476	0.6709107	-0.1270165	0.3663921	-0.03813852	0.3471256	0.3144953	-0.4738003	0.4837861	-0.2948605	0.2977792	0.4918042	0.4387547	0.5701452	0.2254016	-0.2062663	-0.1059655	0.3888395	-0.2448227	-0.2448637	-0.3497522	-0.3602721	0.6000398	-0.01190962	0.1847314	0.413445	0.4732028	0.6235485	0.3340499	0.4581346	0.6149945	0.4341298	0.2492854	0.04176675	-0.353339	-0.3977035	-0.2409675	0.3735356
